name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,08/31/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,08/31/2002,06/30/2002,05/31/2002,03/31/2002,12/31/2001,09/30/2001,08/31/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,08/31/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,08/31/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994
	SpecialIncomeCharges,"315,000,000","310,000,000","5,000,000",,,"206,000,000","0","-1,000,000",,"1,000,000","275,000,000","57,000,000","5,000,000","241,000,000","547,000,000","0","120,000,000","5,000,000","60,000,000","31,000,000","19,000,000","7,000,000","26,000,000","172,000,000","62,000,000","39,000,000","9,000,000","30,000,000","10,000,000","187,000,000","8,000,000","-2,000,000","1,000,000","0",,,,"1,000,000","1,000,000","1,000,000","1,000,000","4,000,000","1,000,000","3,000,000","3,000,000","1,000,000","-1,000,000","0","-2,000,000","1,000,000","12,000,000","1,000,000","1,000,000","-1,000,000","0","-9,000,000","-2,000,000","-31,000,000","3,000,000","-2,000,000","-9,000,000","-9,000,000","-4,000,000","-22,000,000","-12,000,000","-2,000,000","-1,000,000","69,000,000","-4,000,000","-16,000,000","5,000,000","-2,000,000","-8,000,000",,,"1,000,000","-10,000,000","-12,000,000",,,"1,000,000",,"1,000,000","-16,000,000",,,"3,000,000",,"-3,000,000",,,,"3,000,000","-1,000,000",,,,,,"-183,000,000","3,000,000","5,000,000","14,000,000","4,000,000","6,000,000","2,000,000","3,000,000","16,000,000","13,000,000","10,000,000","6,000,000","9,000,000","5,000,000","8,000,000","5,000,000","10,000,000","8,000,000","6,000,000","5,000,000"
		OtherSpecialCharges,"-8,000,000","-3,000,000","-5,000,000",,,,,"1,000,000",,"2,000,000","-1,000,000",,,"-7,000,000",,,,"-8,000,000","-1,000,000","-2,000,000","-2,000,000","-1,000,000","-12,000,000",,"-3,000,000","-8,000,000","-4,000,000","23,000,000","-6,000,000","-63,000,000","-7,000,000","2,000,000","-1,000,000",,,,,"-4,000,000",,,,,"2,000,000","-1,000,000","-1,000,000","0","1,000,000","3,000,000","2,000,000","0","-1,000,000",,,"1,000,000",,"10,000,000","3,000,000",,,"3,000,000","10,000,000","7,000,000","5,000,000","23,000,000","13,000,000","5,000,000","1,000,000","5,000,000","7,000,000","23,000,000",,"6,000,000","9,000,000",,,,"12,000,000","13,000,000",,,,,,"17,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfBusiness,"342,000,000",,,,,,,,,"6,000,000","274,000,000","57,000,000","5,000,000","239,000,000","547,000,000","0","120,000,000","-6,000,000","59,000,000","29,000,000","17,000,000","2,000,000","14,000,000","172,000,000","59,000,000","31,000,000","5,000,000","53,000,000","4,000,000","124,000,000","1,000,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfPPE,"307,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,000,000","1,000,000","1,000,000","1,000,000","3,000,000","2,000,000","2,000,000","1,000,000","0","0","0","1,000,000","11,000,000","1,000,000","1,000,000","0","0","1,000,000","1,000,000","1,000,000","3,000,000","1,000,000","1,000,000","-2,000,000","1,000,000","1,000,000","1,000,000","3,000,000","0","74,000,000","3,000,000","7,000,000","5,000,000","4,000,000","1,000,000",,,"1,000,000","2,000,000","1,000,000",,,"1,000,000",,"1,000,000","1,000,000",,,"3,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"306,000,000","302,000,000","2,000,000","3,000,000","-1,000,000","-12,000,000","1,000,000","13,000,000","-1,000,000","2,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,000,000",,"-1,000,000",,,,,,,,,,,,"-1,000,000",,,,,,,,,,,,,,,,,,"-5,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"-102,000,000","313,000,000","-133,000,000","-83,000,000","-199,000,000","-130,000,000","-389,000,000","-402,000,000","-40,000,000","89,000,000","376,000,000","306,000,000","191,000,000","393,000,000","420,000,000","228,000,000","260,000,000","110,000,000","147,000,000","239,000,000","155,000,000","126,000,000","127,000,000","383,000,000","175,000,000","162,000,000","94,000,000","229,000,000","95,000,000","255,000,000","151,000,000","174,000,000","69,000,000","58,000,000","13,000,000","134,000,000","27,000,000","36,000,000","-25,000,000","95,000,000","-63,000,000","24,000,000","-32,000,000","75,000,000","-80,000,000","-14,000,000","-66,000,000","26,000,000","-104,000,000","-74,000,000","-94,000,000","-60,000,000","-91,000,000","108,000,000","45,000,000","193,000,000","53,000,000","266,000,000","90,000,000","159,000,000","38,000,000","152,000,000","30,000,000","114,000,000","19,000,000","60,000,000","-20,000,000","129,000,000","-6,000,000","10,000,000","-56,000,000","8,000,000","-35,000,000","-112,000,000","-76,000,000","-76,000,000","-8,000,000","-38,000,000","-5,000,000","-45,000,000","-45,000,000","35,000,000","35,000,000","-8,000,000","-29,000,000",,"-6,000,000","61,000,000","35,000,000","178,000,000","-13,000,000","-13,000,000","-48,000,000","-56,000,000",,,"-31,000,000",,,"-1,000,000","12,000,000","111,000,000","52,000,000","17,000,000","10,000,000","45,000,000","11,000,000","-7,000,000","1,000,000","12,000,000","-14,000,000","-61,000,000",,"1,000,000","-20,000,000","-13,000,000","14,000,000",,"-24,000,000"
TaxProvision,"-91,000,000","-10,000,000","-13,000,000","-22,000,000","-46,000,000","-64,000,000","-73,000,000","-46,000,000","-37,000,000","8,000,000","4,000,000","16,000,000","2,000,000","87,000,000","42,000,000","17,000,000","4,000,000","17,000,000","42,000,000","27,000,000","-6,000,000","-2,000,000","19,000,000","32,000,000","-9,000,000","-4,000,000","9,000,000","13,000,000","-9,000,000","-3,000,000","6,000,000","15,000,000","-7,000,000","2,000,000","11,000,000","15,000,000","-7,000,000","21,000,000","11,000,000","12,000,000","-13,000,000","8,000,000","3,000,000","8,000,000","-20,000,000","-10,000,000","-5,000,000","6,000,000","-22,000,000","-10,000,000","-25,000,000","10,000,000","-14,000,000","-14,000,000","4,000,000","14,000,000","-7,000,000","0","-3,000,000","11,000,000","-5,000,000","-9,000,000","-4,000,000","17,000,000","1,000,000","1,000,000","-15,000,000","38,000,000","0","-8,000,000","-10,000,000","11,000,000","-3,000,000","-2,000,000","-11,000,000","-11,000,000","6,000,000","-4,000,000","-2,000,000","-7,000,000","-7,000,000","11,000,000","11,000,000","4,000,000","-7,000,000",,"0","12,000,000","3,000,000","-105,000,000","4,000,000","4,000,000","2,000,000","1,000,000",,,"1,000,000",,,"-95,000,000","8,000,000","45,000,000","22,000,000","8,000,000","4,000,000","19,000,000","5,000,000","-1,000,000","3,000,000","5,000,000","-2,000,000","-12,000,000",,"4,000,000","-6,000,000","-1,000,000","3,000,000",,"-6,000,000"
NetIncomeCommonStockholders,"-11,000,000","320,000,000","-119,000,000","-60,000,000","-152,000,000","-64,000,000","-313,000,000","-352,000,000","-3,000,000","80,000,000","368,000,000","286,000,000","186,000,000","303,000,000","322,000,000","209,000,000","253,000,000","92,000,000","104,000,000","210,000,000","158,000,000","126,000,000","107,000,000","347,000,000","182,000,000","163,000,000","85,000,000","212,000,000","98,000,000","254,000,000","144,000,000","155,000,000","179,000,000","123,000,000","19,000,000","119,000,000","56,000,000","15,000,000","-34,000,000","82,000,000","-2,000,000","17,000,000","-33,000,000","62,000,000","-60,000,000","-6,000,000","-58,000,000","13,000,000","-86,000,000","-73,000,000","-57,000,000","-70,000,000","-61,000,000","119,000,000","52,000,000","188,000,000","59,000,000","291,000,000","95,000,000","147,000,000","185,000,000","194,000,000","38,000,000","320,000,000","166,000,000","68,000,000","-11,000,000","80,000,000","-2,000,000","52,000,000","-60,000,000","7,000,000","-40,000,000","142,000,000","-88,000,000","-97,000,000","-23,000,000","-43,000,000","-11,000,000","-47,000,000","-47,000,000","16,000,000","15,000,000","-8,000,000","-32,000,000","-16,000,000","-16,000,000","40,000,000","27,000,000","280,000,000","-22,000,000","-22,000,000","-58,000,000","-58,000,000","63,000,000","34,000,000","-29,000,000","74,000,000","45,000,000","95,000,000","-144,000,000","66,000,000","30,000,000","-13,000,000","6,000,000","26,000,000","11,000,000","-9,000,000","-2,000,000","7,000,000","-12,000,000","-94,000,000","-5,000,000","-30,000,000","-14,000,000","-15,000,000","8,000,000",,"-18,000,000"
	NetIncome,"-11,000,000","320,000,000","-119,000,000","-60,000,000","-152,000,000","-64,000,000","-313,000,000","-352,000,000","-3,000,000","80,000,000","368,000,000","286,000,000","186,000,000","303,000,000","322,000,000","209,000,000","253,000,000","92,000,000","104,000,000","210,000,000","158,000,000","126,000,000","107,000,000","347,000,000","182,000,000","163,000,000","85,000,000","212,000,000","98,000,000","254,000,000","144,000,000","155,000,000","179,000,000","123,000,000","19,000,000","119,000,000","56,000,000","15,000,000","-34,000,000","82,000,000","-2,000,000","17,000,000","-33,000,000","62,000,000","-60,000,000","-6,000,000","-58,000,000","19,000,000","-84,000,000","-70,000,000","-55,000,000","-68,000,000","-59,000,000","122,000,000","54,000,000","190,000,000","61,000,000","294,000,000","97,000,000","149,000,000","187,000,000","196,000,000","40,000,000","330,000,000","172,000,000","74,000,000","-5,000,000","91,000,000","6,000,000","61,000,000","-47,000,000","17,000,000","-31,000,000","150,000,000","-88,000,000","-88,000,000","-14,000,000","-34,000,000","-3,000,000","-38,000,000","-38,000,000","24,000,000","24,000,000","1,000,000","-23,000,000","-7,000,000","-7,000,000","49,000,000","32,000,000","280,000,000","-17,000,000","-17,000,000","-53,000,000","-57,000,000","57,000,000","35,000,000","-28,000,000","74,000,000","45,000,000","95,000,000","-144,000,000","66,000,000","30,000,000","7,000,000","6,000,000","26,000,000","11,000,000","-6,000,000","-2,000,000","7,000,000","-12,000,000","-94,000,000","-5,000,000","-30,000,000","-14,000,000","-15,000,000","8,000,000",,"-18,000,000"
		NetIncomeIncludingNoncontrollingInterests,"-11,000,000","323,000,000","-120,000,000","-61,000,000","-153,000,000","-66,000,000","-316,000,000","-356,000,000","-3,000,000","81,000,000","372,000,000","290,000,000","189,000,000","306,000,000","378,000,000","211,000,000","256,000,000","93,000,000","105,000,000","212,000,000","161,000,000","128,000,000","108,000,000","351,000,000","184,000,000","166,000,000","85,000,000","216,000,000","104,000,000","258,000,000","145,000,000","159,000,000","185,000,000","126,000,000","18,000,000","121,000,000","60,000,000","15,000,000","-36,000,000","83,000,000","0","16,000,000","-35,000,000","64,000,000","-60,000,000","-6,000,000","-61,000,000","20,000,000","-84,000,000","-71,000,000","-58,000,000","-69,000,000","-60,000,000","122,000,000","54,000,000","190,000,000","70,000,000","273,000,000","102,000,000","154,000,000","198,000,000","207,000,000","41,000,000","346,000,000","185,000,000","78,000,000","-5,000,000","99,000,000","10,000,000","67,000,000","-51,000,000","16,000,000","-28,000,000","144,000,000","-79,000,000","-97,000,000","-15,000,000","-35,000,000","34,000,000","-42,000,000","-41,000,000","9,000,000","30,000,000","6,000,000","26,000,000","-7,000,000","-7,000,000","38,000,000","47,000,000","182,000,000","-13,000,000","-17,000,000","-64,000,000","-61,000,000","25,000,000","11,000,000","-28,000,000","38,000,000","18,000,000","183,000,000","-150,000,000","52,000,000","14,000,000","-1,000,000","6,000,000","13,000,000","0","-10,000,000","-2,000,000","6,000,000","-13,000,000","-95,000,000","-5,000,000","-30,000,000","-14,000,000","-15,000,000","8,000,000",,"-18,000,000"
			NetIncomeContinuousOperations,"-11,000,000","323,000,000","-120,000,000","-61,000,000","-153,000,000","-66,000,000","-316,000,000","-356,000,000","-3,000,000","81,000,000","372,000,000","290,000,000","189,000,000","306,000,000","378,000,000","211,000,000","256,000,000","93,000,000","105,000,000","212,000,000","161,000,000","128,000,000","108,000,000","351,000,000","184,000,000","166,000,000","85,000,000","216,000,000","104,000,000","258,000,000","145,000,000","159,000,000","76,000,000","56,000,000","2,000,000","119,000,000","34,000,000","15,000,000","-36,000,000","83,000,000","-50,000,000","16,000,000","-35,000,000","67,000,000","-60,000,000","-4,000,000","-61,000,000","20,000,000","-82,000,000","-64,000,000","-69,000,000","-70,000,000","-77,000,000","122,000,000","41,000,000","179,000,000","60,000,000","266,000,000","93,000,000","148,000,000","43,000,000","161,000,000","34,000,000","97,000,000","18,000,000","59,000,000","-5,000,000","91,000,000","-6,000,000","18,000,000","-46,000,000","-3,000,000","-32,000,000","-110,000,000","-65,000,000","-65,000,000","-14,000,000","-34,000,000","-3,000,000","-38,000,000","-38,000,000","24,000,000","24,000,000","-12,000,000","-22,000,000","-6,000,000","-6,000,000","49,000,000","27,000,000","283,000,000","-17,000,000","-17,000,000","-50,000,000","-62,000,000","59,000,000","31,000,000","-32,000,000","61,000,000","45,000,000","94,000,000","4,000,000","66,000,000","30,000,000","9,000,000","6,000,000","26,000,000","6,000,000","-6,000,000","-2,000,000","7,000,000","-12,000,000","-49,000,000","-4,000,000","-3,000,000","-14,000,000","-12,000,000","11,000,000",,"-18,000,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","70,000,000","16,000,000","2,000,000","26,000,000","0","0","0","50,000,000","0","0","-3,000,000","0","-2,000,000","0","0","-2,000,000","-7,000,000","11,000,000","1,000,000","17,000,000","0","13,000,000","11,000,000","1,000,000","28,000,000","4,000,000","1,000,000","144,000,000","35,000,000","6,000,000","233,000,000","154,000,000","15,000,000","0","0","12,000,000","43,000,000","-1,000,000","20,000,000","1,000,000","236,000,000","1,000,000","1,000,000","0","0","0",,"0",,"0","7,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"109,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"-24,000,000","-24,000,000",,,,,"0",,"0","6,000,000",,,"-1,000,000",,,,,"0","-3,000,000",,,,"4,000,000",,,,,,,,,,,,,,,,,,,,,,
			NetIncomeFromTaxLossCarryforward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,"6,000,000","-1,000,000","-1,000,000",,,,,,,,,,"4,000,000",,"13,000,000",,"0","-148,000,000",,,"-2,000,000",,,"5,000,000",,,,,"16,000,000","-1,000,000","-27,000,000",,"-3,000,000","-3,000,000",,
		MinorityInterests,"0","-3,000,000","1,000,000","1,000,000","1,000,000","2,000,000","3,000,000","4,000,000","0","-1,000,000","-4,000,000","-4,000,000","-3,000,000","-3,000,000","-56,000,000","-2,000,000","-3,000,000","-1,000,000","-1,000,000","-2,000,000","-3,000,000","-2,000,000","-1,000,000","-4,000,000","-2,000,000","-3,000,000","0","-4,000,000","-6,000,000","-4,000,000","-1,000,000","-4,000,000","-6,000,000","-3,000,000","1,000,000","-2,000,000","-4,000,000","0","2,000,000","-1,000,000","-2,000,000","1,000,000","2,000,000","-2,000,000","0","0","3,000,000","-1,000,000","0","1,000,000","3,000,000","1,000,000","1,000,000",,"0",,"-9,000,000",,"-5,000,000","-5,000,000","-11,000,000","-11,000,000","-1,000,000","-16,000,000","-13,000,000","-4,000,000","0","-8,000,000","-4,000,000","-6,000,000","4,000,000","1,000,000","-3,000,000","6,000,000","-9,000,000","9,000,000","1,000,000","1,000,000","-37,000,000","4,000,000","3,000,000","15,000,000","-6,000,000","-5,000,000","-49,000,000",,"0","11,000,000","-15,000,000","98,000,000","-4,000,000",,"11,000,000","4,000,000","32,000,000","24,000,000",,"36,000,000","27,000,000","-88,000,000","6,000,000","14,000,000","16,000,000","8,000,000",,"13,000,000","11,000,000","4,000,000",,"1,000,000","1,000,000","1,000,000",,,,,,,
	PreferredStockDividends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-4,000,000",,"6,000,000","2,000,000","3,000,000","2,000,000","2,000,000","2,000,000","3,000,000","2,000,000","2,000,000","2,000,000","3,000,000","2,000,000","2,000,000","2,000,000","-26,000,000","2,000,000","4,000,000","6,000,000","6,000,000","6,000,000","7,000,000","8,000,000","9,000,000","9,000,000","10,000,000","9,000,000","8,000,000",,"-9,000,000","9,000,000","9,000,000","8,000,000","9,000,000","-9,000,000","8,000,000","-9,000,000","9,000,000","9,000,000","9,000,000","-9,000,000","9,000,000","5,000,000","5,000,000","5,000,000","-5,000,000","5,000,000","5,000,000","5,000,000","1,000,000","-1,000,000",,,,,,,"20,000,000",,,,,,,,,,,,,,,
	OtherunderPreferredStockDividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,000,000",,,,"-1,000,000",,,,,,,,,,"28,000,000",,"6,000,000",,"0",,"4,000,000",,"0","4,000,000",,,,,"18,000,000",,,,,"18,000,000",,"18,000,000",,,,"18,000,000",,,,,"10,000,000",,"-4,000,000",,,"2,000,000",,,,,,,,,,,,,,,,,,,,,,
AverageDilutionEarnings,,,,,,,,,,,,,,,,,,,,,,"0",,"0",,"1,000,000",,"7,000,000","0","7,000,000",,,"7,000,000",,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"-11,000,000","320,000,000","-119,000,000","-60,000,000","-152,000,000","-64,000,000","-313,000,000","-352,000,000","-3,000,000","80,000,000","368,000,000","286,000,000","186,000,000","303,000,000","322,000,000","209,000,000","253,000,000","92,000,000","104,000,000","210,000,000","158,000,000","126,000,000","107,000,000","347,000,000","182,000,000","163,000,000","85,000,000","219,000,000","98,000,000","281,000,000","144,000,000","155,000,000","186,000,000","123,000,000","19,000,000","119,000,000","56,000,000","15,000,000","-34,000,000","82,000,000","-2,000,000","17,000,000","-33,000,000","62,000,000","-60,000,000","-6,000,000","-58,000,000","13,000,000","-86,000,000","-73,000,000","-57,000,000","-70,000,000","-61,000,000","119,000,000","52,000,000","188,000,000","59,000,000","291,000,000","95,000,000","147,000,000","185,000,000","194,000,000","38,000,000","320,000,000","166,000,000","68,000,000","-11,000,000","80,000,000","-2,000,000","52,000,000","-60,000,000","7,000,000","-40,000,000","142,000,000","-88,000,000","-97,000,000","-23,000,000","-43,000,000","-11,000,000","-47,000,000","-47,000,000","16,000,000","15,000,000","-8,000,000","-32,000,000","-16,000,000","-16,000,000","40,000,000","27,000,000","280,000,000","-22,000,000","-22,000,000","-58,000,000","-58,000,000","63,000,000","34,000,000","-29,000,000","74,000,000","45,000,000","95,000,000","-144,000,000","66,000,000","30,000,000","-13,000,000","6,000,000","26,000,000","11,000,000","-9,000,000","-2,000,000","7,000,000","-12,000,000","-94,000,000","-5,000,000","-30,000,000","-14,000,000","-15,000,000","8,000,000",,"-18,000,000"
BasicEPS,,"0.45","-0.17","-0.09","-0.22","-0.09","-0.44","-0.5","-0.004","0.11","0.51","0.39","0.25","0.41","0.43","0.28","0.34","0.12","0.14","0.28","0.21","0.17","0.14","0.47","0.24","0.22","0.11","0.28","0.13","0.34","0.19","0.21","0.24","0.16","0.03","0.16","0.08","0.02","-0.05","0.11","0",,"-0.05","0.09","-0.09",,"-0.09","0.02","-0.13",,"-0.088","-0.117","-0.117",,"0.098","0.352","0.108",,"0.176","0.274","0.342",,"0.068","0.636","0.431",,"-0.029","0.225","-0.01",,"-0.166","0.02","-0.117",,"-0.342","-0.342","-0.088","-0.157",,"-0.176","-0.176","0.059","0.059","-0.029",,"-0.059","-0.059","0.166","0.117",,"-0.098","-0.098","-0.254","-0.254",,"0.147","-0.127","0.313","0.196",,"-0.695","0.313","0.147",,"0.029","0.127","0.049",,"-0.01","0.039","-0.068",,"-0.029","-0.186","-0.088",,"0.049","0","-0.117"
DilutedEPS,,"0.45","-0.17","-0.09","-0.22","-0.09","-0.44","-0.5","-0.004","0.11","0.51","0.39","0.25","0.41","0.43","0.28","0.34","0.12","0.14","0.28","0.21","0.17","0.14","0.47","0.24","0.22","0.11","0.28","0.13","0.33","0.19","0.21","0.24","0.16","0.03","0.16","0.08","0.02","-0.05","0.11","0",,"-0.05","0.09","-0.09",,"-0.09","0.02","-0.13",,"-0.088","-0.117","-0.117",,"0.098","0.342","0.108",,"0.176","0.264","0.342",,"0.068","0.607","0.431",,"-0.029","0.215","-0.01",,"-0.166","0.02","-0.117",,"-0.342","-0.342","-0.088","-0.157",,"-0.176","-0.176","0.059","0.059","-0.029",,"-0.059","-0.059","0.157","0.117",,"-0.098","-0.098","-0.254","-0.254",,"0.147","-0.127","0.303","0.186",,"-0.695","0.294","0.137",,"0.029","0.127","0.049",,"-0.01","0.029","-0.068",,"-0.029","-0.186","-0.088",,"0.049","0","-0.117"
BasicAverageShares,,"714,000,000","713,900,000","707,600,000","705,600,000","705,300,000","705,200,000","705,100,000","708,100,000","716,300,000","725,500,000","739,100,000","740,600,000","740,300,000","739,900,000","739,700,000","739,200,000","739,000,000","738,800,000","738,600,000","738,000,000","737,900,000","740,600,000","744,000,000","749,600,000","753,200,000","746,400,000","753,900,000","756,000,000","755,700,000","755,600,000","755,400,000","754,900,000","754,700,000","749,000,000","745,200,000","728,200,000","723,900,000","721,300,000","718,100,000","707,500,000",,"702,100,000","685,700,000","677,300,000",,"654,500,000","652,500,000","648,100,000",,"619,403,895","587,621,250","537,647,895",,"530,698,635","531,924,975","548,136,818",,"539,362,500","536,523,750","540,173,571",,"554,772,857","503,113,846","385,553,864",,"374,715,000","355,460,870","360,199,644",,"360,688,235","357,682,500","340,650,000",,"281,649,420","283,226,143","261,165,000","274,649,062",,"271,021,140","266,842,500","270,510,165","255,487,500","272,520,000",,"268,261,875","272,520,000","246,289,950","229,938,750",,"225,339,975","224,829,000","227,973,462","227,973,462",,"231,642,000","227,973,462","236,325,938","229,938,750",,"207,268,732","210,777,188","204,390,000",,"204,390,000","204,390,000","224,829,000",,"204,390,000","178,841,250","175,191,429",,"170,325,000","161,360,526","158,970,000",,"163,512,000","153,292,500","153,292,500"
DilutedAverageShares,,"716,100,000","713,900,000","707,600,000","705,600,000","705,300,000","705,200,000","705,100,000","708,100,000","717,100,000","725,800,000","739,400,000","740,800,000","741,000,000","740,500,000","740,200,000","739,600,000","739,600,000","739,000,000","738,800,000","738,200,000","738,600,000","741,100,000","744,300,000","749,700,000","761,900,000","746,800,000","785,500,000","756,300,000","787,600,000","756,400,000","755,900,000","785,100,000","755,600,000","749,700,000","745,900,000","738,600,000","725,100,000","721,300,000","730,600,000","707,500,000",,"702,100,000","687,100,000","677,300,000",,"654,500,000","654,100,000","648,100,000",,"619,403,895","587,621,250","541,633,500",,"531,005,220","563,809,815","548,136,818",,"539,362,500","556,395,000","540,173,571",,"554,772,857","527,458,065","385,553,864",,"374,715,000","371,618,182","360,199,644",,"360,688,235","357,682,500","340,650,000",,"281,649,420","283,226,143","261,165,000","274,649,062",,"271,021,140","266,842,500","273,780,405","255,487,500","272,520,000",,"290,846,970","272,520,000","304,030,125","229,938,750",,"290,642,580","224,829,000","227,973,462","227,973,462",,"231,642,000","227,973,462","243,949,355","242,040,789",,"213,276,522","224,829,000","218,989,286",,"204,390,000","204,390,000","224,829,000",,"204,390,000","238,455,000","175,191,429",,"170,325,000","161,360,526","158,970,000",,"163,512,000","153,292,500","153,292,500"
TotalOperatingIncomeAsReported,"-250,000,000","79,000,000","-95,000,000","-68,000,000","-166,000,000","-271,000,000","-318,000,000","-353,000,000","-11,000,000","166,000,000","137,000,000","280,000,000","216,000,000","188,000,000","-92,000,000","263,000,000","171,000,000","134,000,000","127,000,000","244,000,000","171,000,000","150,000,000","144,000,000","239,000,000","151,000,000","147,000,000","132,000,000","227,000,000","144,000,000","149,000,000","202,000,000","225,000,000","134,000,000","136,000,000","79,000,000","208,000,000","90,000,000","117,000,000","65,000,000","180,000,000","21,000,000","120,000,000","54,000,000","152,000,000","-3,000,000","92,000,000","23,000,000","110,000,000","-2,000,000","34,000,000","-10,000,000","45,000,000","-3,000,000","216,000,000","123,000,000","276,000,000","133,000,000","370,000,000","165,000,000","284,000,000","134,000,000","304,000,000","125,000,000","233,000,000","116,000,000","182,000,000","70,000,000","169,000,000","99,000,000","140,000,000","47,000,000","134,000,000","87,000,000",,,"32,000,000","105,000,000","81,000,000",,,"61,000,000",,"149,000,000","109,000,000",,,"98,000,000",,"162,000,000",,,"87,000,000","49,000,000","40,000,000",,,"67,000,000",,,,,,,,,,,,,,,,,,,,,,
TotalExpenses,"3,148,000,000","922,000,000","944,000,000","717,000,000","565,000,000","538,000,000","516,000,000","456,000,000","1,063,000,000","1,169,000,000","1,129,000,000","1,203,000,000","1,174,000,000","1,180,000,000","1,391,000,000","1,255,000,000","1,175,000,000","1,218,000,000","1,131,000,000","1,199,000,000","1,179,000,000","1,188,000,000","1,163,000,000","1,220,000,000","1,191,000,000","1,185,000,000","1,159,000,000","1,220,000,000","1,179,000,000","1,232,000,000","1,099,000,000","1,206,000,000","1,178,000,000","1,159,000,000","1,144,000,000","1,212,000,000","1,165,000,000","1,625,000,000","1,139,000,000","1,188,000,000","964,000,000","1,538,000,000","1,088,000,000","1,144,000,000","906,000,000","1,402,000,000","983,000,000","1,004,000,000","825,000,000","1,285,000,000","922,000,000","1,019,000,000","885,000,000","1,431,000,000","1,045,000,000","1,139,000,000","932,000,000","1,422,000,000","1,041,000,000","1,107,000,000","903,000,000","1,395,000,000","1,010,000,000","979,000,000","732,000,000","1,052,000,000","771,000,000","824,000,000","719,000,000","960,000,000","763,000,000","793,000,000","722,000,000","5,339,000,000","-728,000,000","728,000,000","769,000,000","724,000,000","5,366,000,000","-720,000,000","728,000,000","-763,000,000","771,000,000","681,000,000","5,509,000,000","-751,000,000","750,000,000","-817,000,000","710,000,000","1,425,000,000","-149,000,000","152,000,000","150,000,000","145,000,000","1,159,000,000","-130,000,000","136,000,000","-135,000,000","-128,000,000","2,314,000,000","186,000,000","195,000,000","199,000,000","254,000,000","166,000,000","155,000,000","170,000,000","202,000,000","126,000,000","113,000,000","101,000,000","179,000,000","80,000,000","313,000,000","307,000,000","438,000,000","326,000,000","306,000,000","277,000,000"
